dt,product,industry,apps
8/5/21,B,Financial Services,50
8/5/21,B,Retail,127
8/5/21,B,Beauty Industry,57
8/5/21,B,Construction,9
8/5/21,B,Agriculture,4
8/5/21,B,Transportation,136
8/5/21,B,Communication Services,437
8/5/21,B,Consulting,63
8/5/21,B,Janitorial Services,57
8/5/21,A,Financial Services,19
8/5/21,A,Retail,48
8/5/21,A,Beauty Industry,17
8/5/21,A,Construction,4
8/5/21,A,Agriculture,5
8/5/21,A,Transportation,73
8/5/21,A,Communication Services,168
8/5/21,A,Consulting,33
8/5/21,A,Janitorial Services,13
8/6/21,B,Financial Services,46
8/6/21,B,Retail,110
8/6/21,B,Beauty Industry,53
8/6/21,B,Construction,6
8/6/21,B,Transportation,115
8/6/21,B,Communication Services,354
8/6/21,B,Consulting,72
8/6/21,B,Janitorial Services,39
8/6/21,A,Financial Services,29
8/6/21,A,Retail,43
8/6/21,A,Beauty Industry,15
8/6/21,A,Construction,5
8/6/21,A,Transportation,60
8/6/21,A,Communication Services,136
8/6/21,A,Consulting,35
8/6/21,A,Janitorial Services,22
8/7/21,B,Financial Services,24
8/7/21,B,Retail,47
8/7/21,B,Beauty Industry,33
8/7/21,B,Construction,4
8/7/21,B,Transportation,54
8/7/21,B,Communication Services,171
8/7/21,B,Consulting,29
8/7/21,B,Janitorial Services,17
8/7/21,A,Financial Services,20
8/7/21,A,Retail,27
8/7/21,A,Beauty Industry,11
8/7/21,A,Construction,3
8/7/21,A,Transportation,47
8/7/21,A,Communication Services,90
8/7/21,A,Consulting,14
8/7/21,A,Janitorial Services,13
8/8/21,B,Financial Services,31
8/8/21,B,Retail,61
8/8/21,B,Beauty Industry,19
8/8/21,B,Construction,4
8/8/21,B,Agriculture,3
8/8/21,B,Transportation,52
8/8/21,B,Communication Services,170
8/8/21,B,Consulting,35
8/8/21,B,Janitorial Services,18
8/8/21,A,Financial Services,17
8/8/21,A,Retail,27
8/8/21,A,Beauty Industry,9
8/8/21,A,Agriculture,3
8/8/21,A,Transportation,47
8/8/21,A,Communication Services,84
8/8/21,A,Consulting,20
8/8/21,A,Janitorial Services,8
8/9/21,B,Financial Services,82
8/9/21,B,Retail,156
8/9/21,B,Beauty Industry,54
8/9/21,B,Construction,8
8/9/21,B,Agriculture,7
8/9/21,B,Transportation,174
8/9/21,B,Communication Services,472
8/9/21,B,Consulting,74
8/9/21,B,Janitorial Services,57
8/9/21,A,Financial Services,26
8/9/21,A,Retail,48
8/9/21,A,Beauty Industry,22
8/9/21,A,Construction,4
8/9/21,A,Transportation,63
8/9/21,A,Communication Services,173
8/9/21,A,Consulting,22
8/9/21,A,Janitorial Services,25
8/10/21,B,Financial Services,64
8/10/21,B,Retail,132
8/10/21,B,Beauty Industry,58
8/10/21,B,Construction,11
8/10/21,B,Agriculture,3
8/10/21,B,Transportation,141
8/10/21,B,Communication Services,506
8/10/21,B,Consulting,69
8/10/21,B,Janitorial Services,63
8/10/21,A,Financial Services,21
8/10/21,A,Retail,47
8/10/21,A,Beauty Industry,20
8/10/21,A,Construction,3
8/10/21,A,Transportation,51
8/10/21,A,Communication Services,156
8/10/21,A,Consulting,31
8/10/21,A,Janitorial Services,18
8/11/21,B,Financial Services,51
8/11/21,B,Retail,136
8/11/21,B,Beauty Industry,53
8/11/21,B,Construction,6
8/11/21,B,Transportation,143
8/11/21,B,Communication Services,477
8/11/21,B,Consulting,70
8/11/21,B,Janitorial Services,41
8/11/21,A,Financial Services,35
8/11/21,A,Retail,37
8/11/21,A,Beauty Industry,15
8/11/21,A,Construction,4
8/11/21,A,Agriculture,4
8/11/21,A,Transportation,79
8/11/21,A,Communication Services,160
8/11/21,A,Consulting,36
8/11/21,A,Janitorial Services,26
8/12/21,B,Financial Services,46
8/12/21,B,Retail,102
8/12/21,B,Beauty Industry,73
8/12/21,B,Construction,7
8/12/21,B,Agriculture,3
8/12/21,B,Transportation,131
8/12/21,B,Communication Services,414
8/12/21,B,Consulting,70
8/12/21,B,Janitorial Services,52
8/12/21,A,Financial Services,18
8/12/21,A,Retail,57
8/12/21,A,Beauty Industry,17
8/12/21,A,Construction,6
8/12/21,A,Agriculture,3
8/12/21,A,Transportation,65
8/12/21,A,Communication Services,159
8/12/21,A,Consulting,31
8/12/21,A,Janitorial Services,20
8/13/21,B,Financial Services,47
8/13/21,B,Retail,86
8/13/21,B,Beauty Industry,42
8/13/21,B,Construction,9
8/13/21,B,Transportation,116
8/13/21,B,Communication Services,348
8/13/21,B,Consulting,65
8/13/21,B,Janitorial Services,36
8/13/21,A,Financial Services,15
8/13/21,A,Retail,38
8/13/21,A,Beauty Industry,15
8/13/21,A,Construction,3
8/13/21,A,Transportation,59
8/13/21,A,Communication Services,163
8/13/21,A,Consulting,17
8/13/21,A,Janitorial Services,15
8/14/21,B,Financial Services,16
8/14/21,B,Retail,42
8/14/21,B,Beauty Industry,18
8/14/21,B,Construction,3
8/14/21,B,Transportation,61
8/14/21,B,Communication Services,132
8/14/21,B,Consulting,25
8/14/21,B,Janitorial Services,19
8/14/21,A,Financial Services,18
8/14/21,A,Retail,35
8/14/21,A,Beauty Industry,13
8/14/21,A,Transportation,46
8/14/21,A,Communication Services,75
8/14/21,A,Consulting,18
8/14/21,A,Janitorial Services,8
8/15/21,B,Financial Services,29
8/15/21,B,Retail,40
8/15/21,B,Beauty Industry,17
8/15/21,B,Construction,5
8/15/21,B,Agriculture,3
8/15/21,B,Transportation,62
8/15/21,B,Communication Services,148
8/15/21,B,Consulting,26
8/15/21,B,Janitorial Services,20
8/15/21,A,Financial Services,16
8/15/21,A,Retail,40
8/15/21,A,Beauty Industry,13
8/15/21,A,Construction,4
8/15/21,A,Transportation,39
8/15/21,A,Communication Services,81
8/15/21,A,Consulting,17
8/15/21,A,Janitorial Services,15
8/16/21,B,Financial Services,46
8/16/21,B,Retail,107
8/16/21,B,Beauty Industry,57
8/16/21,B,Construction,15
8/16/21,B,Agriculture,3
8/16/21,B,Transportation,118
8/16/21,B,Communication Services,475
8/16/21,B,Consulting,55
8/16/21,B,Janitorial Services,48
8/16/21,A,Financial Services,27
8/16/21,A,Retail,59
8/16/21,A,Beauty Industry,18
8/16/21,A,Construction,6
8/16/21,A,Agriculture,4
8/16/21,A,Transportation,48
8/16/21,A,Communication Services,204
8/16/21,A,Consulting,24
8/16/21,A,Janitorial Services,39
8/17/21,B,Financial Services,48
8/17/21,B,Retail,110
8/17/21,B,Beauty Industry,37
8/17/21,B,Construction,8
8/17/21,B,Agriculture,5
8/17/21,B,Transportation,161
8/17/21,B,Communication Services,445
8/17/21,B,Consulting,60
8/17/21,B,Janitorial Services,51
8/17/21,A,Financial Services,24
8/17/21,A,Retail,41
8/17/21,A,Beauty Industry,25
8/17/21,A,Construction,6
8/17/21,A,Transportation,69
8/17/21,A,Communication Services,169
8/17/21,A,Consulting,21
8/17/21,A,Janitorial Services,15
8/18/21,B,Financial Services,50
8/18/21,B,Retail,97
8/18/21,B,Beauty Industry,55
8/18/21,B,Construction,7
8/18/21,B,Transportation,131
8/18/21,B,Communication Services,416
8/18/21,B,Consulting,57
8/18/21,B,Janitorial Services,49
8/18/21,A,Financial Services,19
8/18/21,A,Retail,61
8/18/21,A,Beauty Industry,18
8/18/21,A,Construction,8
8/18/21,A,Transportation,69
8/18/21,A,Communication Services,138
8/18/21,A,Consulting,22
8/18/21,A,Janitorial Services,15
8/19/21,B,Financial Services,39
8/19/21,B,Retail,120
8/19/21,B,Beauty Industry,61
8/19/21,B,Construction,8
8/19/21,B,Agriculture,5
8/19/21,B,Transportation,118
8/19/21,B,Communication Services,354
8/19/21,B,Consulting,66
8/19/21,B,Janitorial Services,39
8/19/21,A,Financial Services,21
8/19/21,A,Retail,32
8/19/21,A,Beauty Industry,15
8/19/21,A,Construction,4
8/19/21,A,Agriculture,3
8/19/21,A,Transportation,61
8/19/21,A,Communication Services,137
8/19/21,A,Consulting,31
8/19/21,A,Janitorial Services,16
8/20/21,B,Financial Services,43
8/20/21,B,Retail,105
8/20/21,B,Beauty Industry,48
8/20/21,B,Construction,10
8/20/21,B,Agriculture,3
8/20/21,B,Transportation,96
8/20/21,B,Communication Services,328
8/20/21,B,Consulting,55
8/20/21,B,Janitorial Services,38
8/20/21,A,Financial Services,17
8/20/21,A,Retail,48
8/20/21,A,Beauty Industry,16
8/20/21,A,Agriculture,4
8/20/21,A,Transportation,41
8/20/21,A,Communication Services,126
8/20/21,A,Consulting,26
8/20/21,A,Janitorial Services,15
8/21/21,B,Financial Services,19
8/21/21,B,Retail,39
8/21/21,B,Beauty Industry,16
8/21/21,B,Transportation,41
8/21/21,B,Communication Services,125
8/21/21,B,Consulting,17
8/21/21,B,Janitorial Services,14
8/21/21,A,Financial Services,13
8/21/21,A,Retail,28
8/21/21,A,Beauty Industry,13
8/21/21,A,Construction,5
8/21/21,A,Transportation,48
8/21/21,A,Communication Services,82
8/21/21,A,Consulting,13
8/21/21,A,Janitorial Services,9
8/22/21,B,Financial Services,27
8/22/21,B,Retail,37
8/22/21,B,Beauty Industry,15
8/22/21,B,Construction,3
8/22/21,B,Agriculture,3
8/22/21,B,Transportation,57
8/22/21,B,Communication Services,127
8/22/21,B,Consulting,29
8/22/21,B,Janitorial Services,11
8/22/21,A,Financial Services,26
8/22/21,A,Retail,49
8/22/21,A,Beauty Industry,13
8/22/21,A,Construction,4
8/22/21,A,Agriculture,5
8/22/21,A,Transportation,44
8/22/21,A,Communication Services,59
8/22/21,A,Consulting,16
8/22/21,A,Janitorial Services,22
8/23/21,B,Financial Services,39
8/23/21,B,Retail,118
8/23/21,B,Beauty Industry,63
8/23/21,B,Construction,6
8/23/21,B,Transportation,137
8/23/21,B,Communication Services,420
8/23/21,B,Consulting,62
8/23/21,B,Janitorial Services,41
8/23/21,A,Financial Services,22
8/23/21,A,Retail,66
8/23/21,A,Beauty Industry,11
8/23/21,A,Construction,3
8/23/21,A,Transportation,55
8/23/21,A,Communication Services,149
8/23/21,A,Consulting,29
8/23/21,A,Janitorial Services,25
8/24/21,B,Financial Services,54
8/24/21,B,Retail,108
8/24/21,B,Beauty Industry,59
8/24/21,B,Construction,5
8/24/21,B,Agriculture,3
8/24/21,B,Transportation,118
8/24/21,B,Communication Services,363
8/24/21,B,Consulting,63
8/24/21,B,Janitorial Services,44
8/24/21,A,Financial Services,26
8/24/21,A,Retail,66
8/24/21,A,Beauty Industry,24
8/24/21,A,Construction,4
8/24/21,A,Agriculture,3
8/24/21,A,Transportation,68
8/24/21,A,Communication Services,184
8/24/21,A,Consulting,21
8/24/21,A,Janitorial Services,20
8/25/21,B,Financial Services,16
8/25/21,B,Retail,104
8/25/21,B,Beauty Industry,59
8/25/21,B,Construction,9
8/25/21,B,Transportation,130
8/25/21,B,Communication Services,410
8/25/21,B,Consulting,62
8/25/21,B,Janitorial Services,51
8/25/21,A,Financial Services,19
8/25/21,A,Retail,44
8/25/21,A,Beauty Industry,9
8/25/21,A,Construction,3
8/25/21,A,Agriculture,3
8/25/21,A,Transportation,63
8/25/21,A,Communication Services,190
8/25/21,A,Consulting,25
8/25/21,A,Janitorial Services,35
8/26/21,B,Financial Services,41
8/26/21,B,Retail,83
8/26/21,B,Beauty Industry,53
8/26/21,B,Construction,5
8/26/21,B,Agriculture,4
8/26/21,B,Transportation,137
8/26/21,B,Communication Services,377
8/26/21,B,Consulting,62
8/26/21,B,Janitorial Services,54
8/26/21,A,Financial Services,15
8/26/21,A,Retail,53
8/26/21,A,Beauty Industry,17
8/26/21,A,Construction,7
8/26/21,A,Transportation,54
8/26/21,A,Communication Services,137
8/26/21,A,Consulting,36
8/26/21,A,Janitorial Services,19
8/27/21,B,Financial Services,29
8/27/21,B,Retail,86
8/27/21,B,Beauty Industry,42
8/27/21,B,Construction,7
8/27/21,B,Transportation,81
8/27/21,B,Communication Services,294
8/27/21,B,Consulting,61
8/27/21,B,Janitorial Services,31
8/27/21,A,Financial Services,18
8/27/21,A,Retail,31
8/27/21,A,Beauty Industry,17
8/27/21,A,Construction,5
8/27/21,A,Transportation,65
8/27/21,A,Communication Services,134
8/27/21,A,Consulting,22
8/27/21,A,Janitorial Services,54
8/28/21,B,Financial Services,16
8/28/21,B,Retail,33
8/28/21,B,Beauty Industry,22
8/28/21,B,Construction,5
8/28/21,B,Transportation,40
8/28/21,B,Communication Services,115
8/28/21,B,Consulting,17
8/28/21,B,Janitorial Services,13
8/28/21,A,Financial Services,13
8/28/21,A,Retail,30
8/28/21,A,Beauty Industry,8
8/28/21,A,Construction,3
8/28/21,A,Agriculture,3
8/28/21,A,Transportation,44
8/28/21,A,Communication Services,72
8/28/21,A,Consulting,19
8/28/21,A,Janitorial Services,10
8/29/21,B,Financial Services,20
8/29/21,B,Retail,35
8/29/21,B,Beauty Industry,18
8/29/21,B,Construction,3
8/29/21,B,Transportation,41
8/29/21,B,Communication Services,156
8/29/21,B,Consulting,14
8/29/21,B,Janitorial Services,14
8/29/21,A,Financial Services,13
8/29/21,A,Retail,90
8/29/21,A,Beauty Industry,8
8/29/21,A,Agriculture,3
8/29/21,A,Transportation,39
8/29/21,A,Communication Services,79
8/29/21,A,Consulting,22
8/29/21,A,Janitorial Services,86
8/30/21,B,Financial Services,57
8/30/21,B,Retail,134
8/30/21,B,Beauty Industry,64
8/30/21,B,Construction,5
8/30/21,B,Agriculture,3
8/30/21,B,Transportation,135
8/30/21,B,Communication Services,446
8/30/21,B,Consulting,65
8/30/21,B,Janitorial Services,51
8/30/21,A,Financial Services,39
8/30/21,A,Retail,87
8/30/21,A,Beauty Industry,18
8/30/21,A,Construction,6
8/30/21,A,Transportation,81
8/30/21,A,Communication Services,138
8/30/21,A,Consulting,44
8/30/21,A,Janitorial Services,206
8/31/21,B,Financial Services,54
8/31/21,B,Retail,132
8/31/21,B,Beauty Industry,69
8/31/21,B,Construction,14
8/31/21,B,Agriculture,5
8/31/21,B,Transportation,151
8/31/21,B,Communication Services,512
8/31/21,B,Consulting,74
8/31/21,B,Janitorial Services,43
8/31/21,A,Financial Services,22
8/31/21,A,Retail,101
8/31/21,A,Beauty Industry,20
8/31/21,A,Construction,7
8/31/21,A,Agriculture,3
8/31/21,A,Transportation,70
8/31/21,A,Communication Services,190
8/31/21,A,Consulting,59
8/31/21,A,Janitorial Services,179
9/1/21,B,Financial Services,53
9/1/21,B,Retail,142
9/1/21,B,Beauty Industry,79
9/1/21,B,Construction,6
9/1/21,B,Agriculture,6
9/1/21,B,Transportation,128
9/1/21,B,Communication Services,446
9/1/21,B,Consulting,71
9/1/21,B,Janitorial Services,46
9/1/21,A,Financial Services,25
9/1/21,A,Retail,96
9/1/21,A,Beauty Industry,19
9/1/21,A,Construction,4
9/1/21,A,Agriculture,3
9/1/21,A,Transportation,93
9/1/21,A,Communication Services,195
9/1/21,A,Consulting,43
9/1/21,A,Janitorial Services,181
9/2/21,B,Financial Services,44
9/2/21,B,Retail,119
9/2/21,B,Beauty Industry,72
9/2/21,B,Construction,5
9/2/21,B,Agriculture,5
9/2/21,B,Transportation,123
9/2/21,B,Communication Services,445
9/2/21,B,Consulting,68
9/2/21,B,Janitorial Services,54
9/2/21,A,Financial Services,18
9/2/21,A,Retail,57
9/2/21,A,Beauty Industry,19
9/2/21,A,Construction,3
9/2/21,A,Transportation,60
9/2/21,A,Communication Services,165
9/2/21,A,Consulting,20
9/2/21,A,Janitorial Services,411
9/3/21,B,Financial Services,38
9/3/21,B,Retail,97
9/3/21,B,Beauty Industry,36
9/3/21,B,Construction,8
9/3/21,B,Agriculture,5
9/3/21,B,Transportation,97
9/3/21,B,Communication Services,348
9/3/21,B,Consulting,49
9/3/21,B,Janitorial Services,39
9/3/21,A,Financial Services,21
9/3/21,A,Retail,31
9/3/21,A,Beauty Industry,17
9/3/21,A,Construction,6
9/3/21,A,Transportation,54
9/3/21,A,Communication Services,146
9/3/21,A,Consulting,41
9/3/21,A,Janitorial Services,19
9/4/21,B,Financial Services,14
9/4/21,B,Retail,37
9/4/21,B,Beauty Industry,18
9/4/21,B,Construction,3
9/4/21,B,Transportation,49
9/4/21,B,Communication Services,118
9/4/21,B,Consulting,18
9/4/21,B,Janitorial Services,15
9/4/21,A,Financial Services,14
9/4/21,A,Retail,36
9/4/21,A,Beauty Industry,11
9/4/21,A,Construction,4
9/4/21,A,Transportation,37
9/4/21,A,Communication Services,58
9/4/21,A,Consulting,17
9/4/21,A,Janitorial Services,10
9/5/21,B,Financial Services,11
9/5/21,B,Retail,30
9/5/21,B,Beauty Industry,6
9/5/21,B,Construction,5
9/5/21,B,Transportation,41
9/5/21,B,Communication Services,121
9/5/21,B,Consulting,22
9/5/21,B,Janitorial Services,14
9/5/21,A,Financial Services,18
9/5/21,A,Retail,28
9/5/21,A,Beauty Industry,7
9/5/21,A,Construction,4
9/5/21,A,Transportation,37
9/5/21,A,Communication Services,63
9/5/21,A,Consulting,15
9/5/21,A,Janitorial Services,414
9/6/21,B,Financial Services,26
9/6/21,B,Retail,61
9/6/21,B,Beauty Industry,25
9/6/21,B,Construction,6
9/6/21,B,Agriculture,3
9/6/21,B,Transportation,68
9/6/21,B,Communication Services,202
9/6/21,B,Consulting,46
9/6/21,B,Janitorial Services,19
9/6/21,A,Financial Services,40
9/6/21,A,Retail,31
9/6/21,A,Beauty Industry,9
9/6/21,A,Transportation,49
9/6/21,A,Communication Services,95
9/6/21,A,Consulting,17
9/6/21,A,Janitorial Services,11
9/7/21,B,Financial Services,47
9/7/21,B,Retail,99
9/7/21,B,Beauty Industry,73
9/7/21,B,Construction,8
9/7/21,B,Agriculture,3
9/7/21,B,Transportation,125
9/7/21,B,Communication Services,394
9/7/21,B,Consulting,55
9/7/21,B,Janitorial Services,59
9/7/21,A,Financial Services,51
9/7/21,A,Retail,76
9/7/21,A,Beauty Industry,21
9/7/21,A,Construction,3
9/7/21,A,Agriculture,3
9/7/21,A,Transportation,95
9/7/21,A,Communication Services,184
9/7/21,A,Consulting,36
9/7/21,A,Janitorial Services,530
9/8/21,B,Financial Services,48
9/8/21,B,Retail,112
9/8/21,B,Beauty Industry,48
9/8/21,B,Construction,7
9/8/21,B,Agriculture,4
9/8/21,B,Transportation,115
9/8/21,B,Communication Services,429
9/8/21,B,Consulting,60
9/8/21,B,Janitorial Services,58
9/8/21,A,Financial Services,28
9/8/21,A,Retail,58
9/8/21,A,Beauty Industry,16
9/8/21,A,Construction,3
9/8/21,A,Transportation,86
9/8/21,A,Communication Services,170
9/8/21,A,Consulting,21
9/8/21,A,Janitorial Services,170
9/9/21,B,Financial Services,57
9/9/21,B,Retail,104
9/9/21,B,Beauty Industry,58
9/9/21,B,Construction,9
9/9/21,B,Agriculture,5
9/9/21,B,Transportation,137
9/9/21,B,Communication Services,406
9/9/21,B,Consulting,65
9/9/21,B,Janitorial Services,54
9/9/21,A,Financial Services,14
9/9/21,A,Retail,53
9/9/21,A,Beauty Industry,24
9/9/21,A,Construction,8
9/9/21,A,Agriculture,4
9/9/21,A,Transportation,82
9/9/21,A,Communication Services,161
9/9/21,A,Consulting,20
9/9/21,A,Janitorial Services,58
9/10/21,B,Financial Services,27
9/10/21,B,Retail,66
9/10/21,B,Beauty Industry,51
9/10/21,B,Construction,8
9/10/21,B,Agriculture,3
9/10/21,B,Transportation,87
9/10/21,B,Communication Services,337
9/10/21,B,Consulting,50
9/10/21,B,Janitorial Services,35
9/10/21,A,Financial Services,16
9/10/21,A,Retail,33
9/10/21,A,Beauty Industry,10
9/10/21,A,Construction,4
9/10/21,A,Agriculture,3
9/10/21,A,Transportation,51
9/10/21,A,Communication Services,142
9/10/21,A,Consulting,42
9/10/21,A,Janitorial Services,17
9/11/21,B,Financial Services,21
9/11/21,B,Retail,41
9/11/21,B,Beauty Industry,9
9/11/21,B,Construction,6
9/11/21,B,Transportation,33
9/11/21,B,Communication Services,102
9/11/21,B,Consulting,13
9/11/21,B,Janitorial Services,14
9/11/21,A,Financial Services,7
9/11/21,A,Retail,27
9/11/21,A,Beauty Industry,10
9/11/21,A,Construction,4
9/11/21,A,Transportation,47
9/11/21,A,Communication Services,68
9/11/21,A,Consulting,20
9/11/21,A,Janitorial Services,10
9/12/21,B,Financial Services,19
9/12/21,B,Retail,39
9/12/21,B,Beauty Industry,17
9/12/21,B,Transportation,50
9/12/21,B,Communication Services,128
9/12/21,B,Consulting,24
9/12/21,B,Janitorial Services,16
9/12/21,A,Financial Services,14
9/12/21,A,Retail,25
9/12/21,A,Beauty Industry,6
9/12/21,A,Construction,3
9/12/21,A,Agriculture,4
9/12/21,A,Transportation,37
9/12/21,A,Communication Services,75
9/12/21,A,Consulting,16
9/12/21,A,Janitorial Services,11
9/13/21,B,Financial Services,33
9/13/21,B,Retail,106
9/13/21,B,Beauty Industry,49
9/13/21,B,Construction,10
9/13/21,B,Transportation,141
9/13/21,B,Communication Services,399
9/13/21,B,Consulting,50
9/13/21,B,Janitorial Services,50
9/13/21,A,Financial Services,28
9/13/21,A,Retail,48
9/13/21,A,Beauty Industry,14
9/13/21,A,Construction,3
9/13/21,A,Transportation,76
9/13/21,A,Communication Services,147
9/13/21,A,Consulting,24
9/13/21,A,Janitorial Services,18
9/14/21,B,Financial Services,40
9/14/21,B,Retail,121
9/14/21,B,Beauty Industry,52
9/14/21,B,Construction,7
9/14/21,B,Transportation,112
9/14/21,B,Communication Services,393
9/14/21,B,Consulting,49
9/14/21,B,Janitorial Services,46
9/14/21,A,Financial Services,15
9/14/21,A,Retail,57
9/14/21,A,Beauty Industry,21
9/14/21,A,Construction,5
9/14/21,A,Transportation,73
9/14/21,A,Communication Services,140
9/14/21,A,Consulting,20
9/14/21,A,Janitorial Services,20
9/15/21,B,Financial Services,27
9/15/21,B,Retail,139
9/15/21,B,Beauty Industry,50
9/15/21,B,Construction,16
9/15/21,B,Agriculture,7
9/15/21,B,Transportation,160
9/15/21,B,Communication Services,461
9/15/21,B,Consulting,49
9/15/21,B,Janitorial Services,53
9/15/21,A,Financial Services,17
9/15/21,A,Retail,52
9/15/21,A,Beauty Industry,18
9/15/21,A,Construction,8
9/15/21,A,Agriculture,3
9/15/21,A,Transportation,116
9/15/21,A,Communication Services,189
9/15/21,A,Consulting,27
9/15/21,A,Janitorial Services,24
9/16/21,B,Financial Services,36
9/16/21,B,Retail,142
9/16/21,B,Beauty Industry,51
9/16/21,B,Construction,10
9/16/21,B,Agriculture,6
9/16/21,B,Transportation,153
9/16/21,B,Communication Services,445
9/16/21,B,Consulting,98
9/16/21,B,Janitorial Services,42
9/16/21,A,Financial Services,26
9/16/21,A,Retail,52
9/16/21,A,Beauty Industry,31
9/16/21,A,Construction,3
9/16/21,A,Agriculture,3
9/16/21,A,Transportation,80
9/16/21,A,Communication Services,174
9/16/21,A,Consulting,44
9/16/21,A,Janitorial Services,20
9/17/21,B,Financial Services,39
9/17/21,B,Retail,104
9/17/21,B,Beauty Industry,40
9/17/21,B,Construction,3
9/17/21,B,Transportation,102
9/17/21,B,Communication Services,378
9/17/21,B,Consulting,53
9/17/21,B,Janitorial Services,44
9/17/21,A,Financial Services,15
9/17/21,A,Retail,48
9/17/21,A,Beauty Industry,14
9/17/21,A,Construction,4
9/17/21,A,Agriculture,3
9/17/21,A,Transportation,66
9/17/21,A,Communication Services,107
9/17/21,A,Consulting,39
9/17/21,A,Janitorial Services,15
9/18/21,B,Financial Services,19
9/18/21,B,Retail,36
9/18/21,B,Beauty Industry,13
9/18/21,B,Agriculture,3
9/18/21,B,Transportation,51
9/18/21,B,Communication Services,91
9/18/21,B,Consulting,20
9/18/21,B,Janitorial Services,18
9/18/21,A,Financial Services,13
9/18/21,A,Retail,29
9/18/21,A,Beauty Industry,13
9/18/21,A,Construction,3
9/18/21,A,Transportation,48
9/18/21,A,Communication Services,69
9/18/21,A,Consulting,27
9/18/21,A,Janitorial Services,15
9/19/21,B,Financial Services,18
9/19/21,B,Retail,42
9/19/21,B,Beauty Industry,21
9/19/21,B,Agriculture,3
9/19/21,B,Transportation,43
9/19/21,B,Communication Services,113
9/19/21,B,Consulting,27
9/19/21,B,Janitorial Services,18
9/19/21,A,Financial Services,10
9/19/21,A,Retail,29
9/19/21,A,Beauty Industry,14
9/19/21,A,Transportation,49
9/19/21,A,Communication Services,103
9/19/21,A,Consulting,18
9/19/21,A,Janitorial Services,7
9/20/21,B,Financial Services,47
9/20/21,B,Retail,125
9/20/21,B,Beauty Industry,69
9/20/21,B,Construction,3
9/20/21,B,Agriculture,4
9/20/21,B,Transportation,104
9/20/21,B,Communication Services,378
9/20/21,B,Consulting,70
9/20/21,B,Janitorial Services,51
9/20/21,A,Financial Services,32
9/20/21,A,Retail,74
9/20/21,A,Beauty Industry,15
9/20/21,A,Construction,5
9/20/21,A,Agriculture,3
9/20/21,A,Transportation,90
9/20/21,A,Communication Services,149
9/20/21,A,Consulting,27
9/20/21,A,Janitorial Services,30
9/21/21,B,Financial Services,41
9/21/21,B,Retail,109
9/21/21,B,Beauty Industry,64
9/21/21,B,Construction,10
9/21/21,B,Agriculture,5
9/21/21,B,Transportation,143
9/21/21,B,Communication Services,443
9/21/21,B,Consulting,54
9/21/21,B,Janitorial Services,59
9/21/21,A,Financial Services,28
9/21/21,A,Retail,44
9/21/21,A,Beauty Industry,18
9/21/21,A,Agriculture,3
9/21/21,A,Transportation,95
9/21/21,A,Communication Services,184
9/21/21,A,Consulting,47
9/21/21,A,Janitorial Services,19
9/22/21,B,Financial Services,48
9/22/21,B,Retail,114
9/22/21,B,Beauty Industry,69
9/22/21,B,Construction,5
9/22/21,B,Agriculture,6
9/22/21,B,Transportation,149
9/22/21,B,Communication Services,415
9/22/21,B,Consulting,53
9/22/21,B,Janitorial Services,44
9/22/21,A,Financial Services,32
9/22/21,A,Retail,47
9/22/21,A,Beauty Industry,28
9/22/21,A,Construction,3
9/22/21,A,Agriculture,3
9/22/21,A,Transportation,68
9/22/21,A,Communication Services,185
9/22/21,A,Consulting,25
9/22/21,A,Janitorial Services,26
9/23/21,B,Financial Services,42
9/23/21,B,Retail,121
9/23/21,B,Beauty Industry,46
9/23/21,B,Construction,5
9/23/21,B,Agriculture,3
9/23/21,B,Transportation,124
9/23/21,B,Communication Services,344
9/23/21,B,Consulting,49
9/23/21,B,Janitorial Services,53
9/23/21,A,Financial Services,33
9/23/21,A,Retail,55
9/23/21,A,Beauty Industry,15
9/23/21,A,Construction,4
9/23/21,A,Agriculture,4
9/23/21,A,Transportation,53
9/23/21,A,Communication Services,187
9/23/21,A,Consulting,27
9/23/21,A,Janitorial Services,126
9/24/21,B,Financial Services,24
9/24/21,B,Retail,105
9/24/21,B,Beauty Industry,38
9/24/21,B,Construction,6
9/24/21,B,Agriculture,7
9/24/21,B,Transportation,96
9/24/21,B,Communication Services,359
9/24/21,B,Consulting,60
9/24/21,B,Janitorial Services,33
9/24/21,A,Financial Services,38
9/24/21,A,Retail,61
9/24/21,A,Beauty Industry,14
9/24/21,A,Agriculture,3
9/24/21,A,Transportation,103
9/24/21,A,Communication Services,121
9/24/21,A,Consulting,28
9/24/21,A,Janitorial Services,11
9/25/21,B,Financial Services,18
9/25/21,B,Retail,35
9/25/21,B,Beauty Industry,21
9/25/21,B,Construction,4
9/25/21,B,Transportation,32
9/25/21,B,Communication Services,106
9/25/21,B,Consulting,20
9/25/21,B,Janitorial Services,14
9/25/21,A,Financial Services,15
9/25/21,A,Retail,21
9/25/21,A,Beauty Industry,7
9/25/21,A,Construction,3
9/25/21,A,Transportation,35
9/25/21,A,Communication Services,91
9/25/21,A,Consulting,16
9/25/21,A,Janitorial Services,16
9/26/21,B,Financial Services,18
9/26/21,B,Retail,36
9/26/21,B,Beauty Industry,17
9/26/21,B,Construction,4
9/26/21,B,Agriculture,3
9/26/21,B,Transportation,46
9/26/21,B,Communication Services,117
9/26/21,B,Consulting,25
